,title,artist,duration_ms,explicit,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url
0,2K,Nosaj Thing,152560,False,0,spotify:track:33xMbeHzmWd6Od0BmLZEUs,0.31,0.445,7,-13.355,0,0.0863,0.094,0.0678,0.113,0.122,95.36,https://api.spotify.com/v1/tracks/33xMbeHzmWd6Od0BmLZEUs,https://api.spotify.com/v1/audio-analysis/33xMbeHzmWd6Od0BmLZEUs
1,4 Billion Souls,The Doors,197706,False,22,spotify:track:3UnyplmZaq547hwsfOR5yy,0.419,0.565,5,-11.565,1,0.0347,0.137,0.337,0.128,0.648,151.277,https://api.spotify.com/v1/tracks/3UnyplmZaq547hwsfOR5yy,https://api.spotify.com/v1/audio-analysis/3UnyplmZaq547hwsfOR5yy
2,4 Minute Warning,Radiohead,244284,False,0,spotify:track:1w8QCSDH4QobcQeT4uMKLm,0.354,0.302,9,-13.078,1,0.0326,0.59,0.0709,0.111,0.223,123.753,https://api.spotify.com/v1/tracks/1w8QCSDH4QobcQeT4uMKLm,https://api.spotify.com/v1/audio-analysis/1w8QCSDH4QobcQeT4uMKLm
3,7 Element,Vitas,249939,False,0,spotify:track:7J9mBHG4J2eIfDAv5BehKA,0.727,0.785,5,-6.707,0,0.0603,0.325,0.126,0.31,0.96,129.649,https://api.spotify.com/v1/tracks/7J9mBHG4J2eIfDAv5BehKA,https://api.spotify.com/v1/audio-analysis/7J9mBHG4J2eIfDAv5BehKA
4,#9 Dream,R.E.M.,278320,False,4,spotify:track:1VZedwJj1gyi88WFRhfThb,0.571,0.724,0,-5.967,1,0.026,0.0231,0.00311,0.0919,0.385,116.755,https://api.spotify.com/v1/tracks/1VZedwJj1gyi88WFRhfThb,https://api.spotify.com/v1/audio-analysis/1VZedwJj1gyi88WFRhfThb
5,#9 Dream,a-ha,247066,False,8,spotify:track:3DSmOF7ETJHAQEqqgoSJao,0.579,0.777,4,-7.505,1,0.0304,0.0177,0.000248,0.422,0.481,109.994,https://api.spotify.com/v1/tracks/3DSmOF7ETJHAQEqqgoSJao,https://api.spotify.com/v1/audio-analysis/3DSmOF7ETJHAQEqqgoSJao
6,10 Lovers,The Black Keys,213226,False,49,spotify:track:5HPnumlogzZtpLEaORZjz1,0.606,0.638,3,-6.994,0,0.0339,0.0434,0.000247,0.0887,0.817,97.992,https://api.spotify.com/v1/tracks/5HPnumlogzZtpLEaORZjz1,https://api.spotify.com/v1/audio-analysis/5HPnumlogzZtpLEaORZjz1
7,11th Dimension,Julian Casablancas,243333,False,53,spotify:track:6i99ThziImjuFABb8rUQvy,0.574,0.925,6,-2.766,0,0.0463,0.00164,0.0243,0.115,0.369,125.501,https://api.spotify.com/v1/tracks/6i99ThziImjuFABb8rUQvy,https://api.spotify.com/v1/audio-analysis/6i99ThziImjuFABb8rUQvy
8,12:51,The Strokes,153133,False,0,spotify:track:0nkLI0pdyTRpq7BsTFBufZ,0.452,0.889,4,-3.838,1,0.0379,0.312,0.8,0.558,0.591,145.056,https://api.spotify.com/v1/tracks/0nkLI0pdyTRpq7BsTFBufZ,https://api.spotify.com/v1/audio-analysis/0nkLI0pdyTRpq7BsTFBufZ
9,12:51,The Strokes,153133,False,61,spotify:track:6Yu1OL8I0D4vjOzYdsXYGK,0.451,0.889,4,-3.838,1,0.0379,0.312,0.8,0.558,0.592,145.056,https://api.spotify.com/v1/tracks/6Yu1OL8I0D4vjOzYdsXYGK,https://api.spotify.com/v1/audio-analysis/6Yu1OL8I0D4vjOzYdsXYGK
10,12 Bar Original - Anthology 2 Version,The Beatles,175080,False,27,spotify:track:2HvTGx5fzFGpHSyRNvXd9T,0.6,0.535,9,-8.178,1,0.0298,0.00154,0.102,0.123,0.566,122.678,https://api.spotify.com/v1/tracks/2HvTGx5fzFGpHSyRNvXd9T,https://api.spotify.com/v1/audio-analysis/2HvTGx5fzFGpHSyRNvXd9T
11,15 Minutes,The Strokes,273133,False,0,spotify:track:2XS4lIQ1bl9KSNsYtkqK46,0.337,0.885,2,-3.566,1,0.0419,0.004,0.0378,0.141,0.389,83.001,https://api.spotify.com/v1/tracks/2XS4lIQ1bl9KSNsYtkqK46,https://api.spotify.com/v1/audio-analysis/2XS4lIQ1bl9KSNsYtkqK46
12,15 Step,Radiohead,237293,False,0,spotify:track:6dsq7Nt5mIFzvm5kIYNORy,0.6,0.853,1,-7.584,1,0.0423,0.0489,0.346,0.0934,0.847,94.457,https://api.spotify.com/v1/tracks/6dsq7Nt5mIFzvm5kIYNORy,https://api.spotify.com/v1/audio-analysis/6dsq7Nt5mIFzvm5kIYNORy
13,17,Perfume Genius,150013,False,0,spotify:track:1wKGGfnznnXIvupuEZt9mM,0.396,0.141,6,-16.115,1,0.0294,0.919,0.434,0.339,0.0443,68.03,https://api.spotify.com/v1/tracks/1wKGGfnznnXIvupuEZt9mM,https://api.spotify.com/v1/audio-analysis/1wKGGfnznnXIvupuEZt9mM
14,21 Gun Salute,Half Moon Run,292408,False,0,spotify:track:7Jjqx75QRHaYsxF5WnHovC,0.594,0.61,11,-10.57,0,0.0388,0.829,0.208,0.077,0.289,129.963,https://api.spotify.com/v1/tracks/7Jjqx75QRHaYsxF5WnHovC,https://api.spotify.com/v1/audio-analysis/7Jjqx75QRHaYsxF5WnHovC
15,22h22,Ariane Moffatt,200906,False,0,spotify:track:7BIPYQPHbPVDE9UsA0eT72,0.35,0.0959,10,-17.471,1,0.0439,0.964,0.0024,0.106,0.108,143.861,https://api.spotify.com/v1/tracks/7BIPYQPHbPVDE9UsA0eT72,https://api.spotify.com/v1/audio-analysis/7BIPYQPHbPVDE9UsA0eT72
16,28 Jours,Karkwa,292120,False,13,spotify:track:4KEw5m7CZXVbpWbHVK4OrV,0.15,0.237,3,-10.799,0,0.0323,0.778,0.0977,0.0897,0.0733,67.276,https://api.spotify.com/v1/tracks/4KEw5m7CZXVbpWbHVK4OrV,https://api.spotify.com/v1/audio-analysis/4KEw5m7CZXVbpWbHVK4OrV
17,39,Vinnie Who,309786,False,27,spotify:track:2YTRLoG5jdzCp4yg3B6OnH,0.733,0.719,5,-8.776,0,0.0462,0.0609,0.108,0.0807,0.327,114.959,https://api.spotify.com/v1/tracks/2YTRLoG5jdzCp4yg3B6OnH,https://api.spotify.com/v1/audio-analysis/2YTRLoG5jdzCp4yg3B6OnH
18,50/50,The Strokes,163226,False,47,spotify:track:5MPryR3oJGmWnSYM7X2GGE,0.491,0.93,11,-6.412,0,0.0347,4.23e-05,0.612,0.219,0.623,99.924,https://api.spotify.com/v1/tracks/5MPryR3oJGmWnSYM7X2GGE,https://api.spotify.com/v1/audio-analysis/5MPryR3oJGmWnSYM7X2GGE
19,50 Shades of Beige,Radio Radio,208247,False,0,spotify:track:4ymUtICOpIlyvFf3URM7XZ,0.703,0.7,2,-6.152,1,0.135,0.049,0.0,0.365,0.512,119.966,https://api.spotify.com/v1/tracks/4ymUtICOpIlyvFf3URM7XZ,https://api.spotify.com/v1/audio-analysis/4ymUtICOpIlyvFf3URM7XZ
20,80's Comedown Machine,The Strokes,298613,False,53,spotify:track:2lffRiAET2Xt6BNb4EmkS2,0.488,0.503,0,-8.89,1,0.0326,0.00583,0.809,0.101,0.38,144.035,https://api.spotify.com/v1/tracks/2lffRiAET2Xt6BNb4EmkS2,https://api.spotify.com/v1/audio-analysis/2lffRiAET2Xt6BNb4EmkS2
21,96.7 The Pipe,Mac DeMarco,34014,False,0,spotify:track:3oQ52Mqz2ih8KjligVoQrG,0.583,0.917,6,-8.96,0,0.567,0.493,0.0608,0.296,0.44,171.157,https://api.spotify.com/v1/tracks/3oQ52Mqz2ih8KjligVoQrG,https://api.spotify.com/v1/audio-analysis/3oQ52Mqz2ih8KjligVoQrG
22,106.2 Breeze FM,Mac DeMarco,60641,False,0,spotify:track:5h8G81Ls00kyf1UEen0gBB,0.487,0.753,6,-10.533,0,0.306,0.665,0.00144,0.231,0.847,112.907,https://api.spotify.com/v1/tracks/5h8G81Ls00kyf1UEen0gBB,https://api.spotify.com/v1/audio-analysis/5h8G81Ls00kyf1UEen0gBB
23,143 (Kelly's song) 2011,Jake Shimabukuro,266066,False,0,spotify:track:6Tq4LginUMBOgZrUs8M40h,0.37,0.361,9,-12.271,1,0.0321,0.81,0.87,0.113,0.479,66.409,https://api.spotify.com/v1/tracks/6Tq4LginUMBOgZrUs8M40h,https://api.spotify.com/v1/audio-analysis/6Tq4LginUMBOgZrUs8M40h
24,400 Lux,Lorde,234286,False,4,spotify:track:7ynvnjTj1XI8ByUq3F8MUw,0.512,0.474,2,-8.36,1,0.0371,0.0787,0.00345,0.134,0.194,183.991,https://api.spotify.com/v1/tracks/7ynvnjTj1XI8ByUq3F8MUw,https://api.spotify.com/v1/audio-analysis/7ynvnjTj1XI8ByUq3F8MUw
25,1517,The Whitest Boy Alive,221226,False,0,spotify:track:4wHh4AljzbSGMJvynLgK1q,0.784,0.539,11,-7.676,0,0.0406,0.317,0.377,0.0989,0.962,122.53,https://api.spotify.com/v1/tracks/4wHh4AljzbSGMJvynLgK1q,https://api.spotify.com/v1/audio-analysis/4wHh4AljzbSGMJvynLgK1q
26,1990 - Danse Mix,Jean Leloup,308426,False,19,spotify:track:2UFEbNhbk9GsxCigXPq3XI,0.599,0.939,2,-5.714,1,0.0746,0.000555,0.0,0.0947,0.648,121.853,https://api.spotify.com/v1/tracks/2UFEbNhbk9GsxCigXPq3XI,https://api.spotify.com/v1/audio-analysis/2UFEbNhbk9GsxCigXPq3XI
27,2024,Cage The Elephant,190333,False,0,spotify:track:7IcXkPWjwqUCCkI2mUf02h,0.243,0.984,10,-3.384,0,0.323,2.32e-05,0.00938,0.131,0.239,180.979,https://api.spotify.com/v1/tracks/7IcXkPWjwqUCCkI2mUf02h,https://api.spotify.com/v1/audio-analysis/7IcXkPWjwqUCCkI2mUf02h
28,A-Punk,Vampire Weekend,137760,False,3,spotify:track:1595LW73XBxkRk2ciQOHfr,0.548,0.816,2,-4.478,1,0.0499,0.0104,0.0543,0.152,0.857,174.993,https://api.spotify.com/v1/tracks/1595LW73XBxkRk2ciQOHfr,https://api.spotify.com/v1/audio-analysis/1595LW73XBxkRk2ciQOHfr
29,The Abduction,John Williams,145293,False,28,spotify:track:2vEkF5UazjaBL6CpG2BZgq,0.159,0.23,2,-15.441,0,0.033,0.672,0.848,0.0951,0.0632,84.933,https://api.spotify.com/v1/tracks/2vEkF5UazjaBL6CpG2BZgq,https://api.spotify.com/v1/audio-analysis/2vEkF5UazjaBL6CpG2BZgq
30,Aberdeen,Cage The Elephant,192920,False,0,spotify:track:6GWS0Nb3ybf3tQXZ0FlfZf,0.154,0.972,7,-3.626,1,0.111,0.000913,0.247,0.368,0.213,205.467,https://api.spotify.com/v1/tracks/6GWS0Nb3ybf3tQXZ0FlfZf,https://api.spotify.com/v1/audio-analysis/6GWS0Nb3ybf3tQXZ0FlfZf
31,Above You,The Whitest Boy Alive,194960,False,0,spotify:track:5FcjGGKpQx6dvuGcbAcFtC,0.725,0.774,4,-6.402,0,0.174,0.135,0.126,0.0844,0.72,78.976,https://api.spotify.com/v1/tracks/5FcjGGKpQx6dvuGcbAcFtC,https://api.spotify.com/v1/audio-analysis/5FcjGGKpQx6dvuGcbAcFtC
32,Abraham,Sufjan Stevens,153693,False,0,spotify:track:4YpfqCRwb3ttShlTNaB2jU,0.365,0.0299,6,-20.546,1,0.0709,0.946,0.49,0.111,0.255,80.762,https://api.spotify.com/v1/tracks/4YpfqCRwb3ttShlTNaB2jU,https://api.spotify.com/v1/audio-analysis/4YpfqCRwb3ttShlTNaB2jU
33,Across The Universe - Take 2 / Anthology 2 Version,The Beatles,212120,False,32,spotify:track:00fyPXxe2SCBHnFwEO9Eh1,0.488,0.341,2,-11.907,1,0.0256,0.681,0.0,0.0844,0.463,79.377,https://api.spotify.com/v1/tracks/00fyPXxe2SCBHnFwEO9Eh1,https://api.spotify.com/v1/audio-analysis/00fyPXxe2SCBHnFwEO9Eh1
34,Across The Universe - World Wildlife Fund Version / Remastered 2009,The Beatles,229173,False,34,spotify:track:691jw4auDZjaTOwUJmtoSy,0.461,0.575,10,-10.709,1,0.0538,0.517,0.0,0.138,0.549,82.634,https://api.spotify.com/v1/tracks/691jw4auDZjaTOwUJmtoSy,https://api.spotify.com/v1/audio-analysis/691jw4auDZjaTOwUJmtoSy
35,Across The Universe - Remastered 2009,The Beatles,228133,False,64,spotify:track:4dkoqJrP0L8FXftrMZongF,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,https://api.spotify.com/v1/tracks/4dkoqJrP0L8FXftrMZongF,https://api.spotify.com/v1/audio-analysis/4dkoqJrP0L8FXftrMZongF
36,Across The Universe - Remastered 2009,The Beatles,229786,False,36,spotify:track:2Yh0H2OXI2UItG9GGfQzlK,0.252,0.395,1,-12.323,1,0.0283,0.405,0.000119,0.0635,0.84,154.06,https://api.spotify.com/v1/tracks/2Yh0H2OXI2UItG9GGfQzlK,https://api.spotify.com/v1/audio-analysis/2Yh0H2OXI2UItG9GGfQzlK
37,Act Naturally - Remastered 2009,The Beatles,150373,False,46,spotify:track:0IxxqsYBcCHEQ1HqLYJnwx,0.702,0.447,7,-10.122,1,0.0308,0.366,0.0,0.153,0.944,93.02,https://api.spotify.com/v1/tracks/0IxxqsYBcCHEQ1HqLYJnwx,https://api.spotify.com/v1/audio-analysis/0IxxqsYBcCHEQ1HqLYJnwx
38,Ad Lib Blues,Lester Young,354333,False,0,spotify:track:1aQmitUScES0kpdge6BtF4,0.704,0.317,0,-13.127,1,0.0551,0.956,0.499,0.139,0.783,108.165,https://api.spotify.com/v1/tracks/1aQmitUScES0kpdge6BtF4,https://api.spotify.com/v1/audio-analysis/1aQmitUScES0kpdge6BtF4
39,Addicted,Amy Winehouse,165120,False,42,spotify:track:7or26qS3BfpTtWO3BFw5GE,0.786,0.846,8,-3.752,1,0.0391,0.00144,0.0172,0.101,0.695,107.976,https://api.spotify.com/v1/tracks/7or26qS3BfpTtWO3BFw5GE,https://api.spotify.com/v1/audio-analysis/7or26qS3BfpTtWO3BFw5GE
40,Adult Diversion,Alvvays,207640,False,52,spotify:track:22cDldSuj9rgIMXwn4Ofn0,0.327,0.948,8,-4.355,1,0.0711,0.0355,0.515,0.126,0.469,177.328,https://api.spotify.com/v1/tracks/22cDldSuj9rgIMXwn4Ofn0,https://api.spotify.com/v1/audio-analysis/22cDldSuj9rgIMXwn4Ofn0
41,Adventures in Your Own Backyard,Patrick Watson,291439,False,29,spotify:track:5MbRyPfgokD3c6nxCV7TFG,0.353,0.547,5,-9.793,0,0.0364,0.126,0.116,0.323,0.213,146.043,https://api.spotify.com/v1/tracks/5MbRyPfgokD3c6nxCV7TFG,https://api.spotify.com/v1/audio-analysis/5MbRyPfgokD3c6nxCV7TFG
42,Aerodynamic,Daft Punk,212546,False,59,spotify:track:3H3cOQ6LBLSvmcaV7QkZEu,0.624,0.911,7,-7.482,1,0.0524,0.329,0.861,0.0727,0.135,122.902,https://api.spotify.com/v1/tracks/3H3cOQ6LBLSvmcaV7QkZEu,https://api.spotify.com/v1/audio-analysis/3H3cOQ6LBLSvmcaV7QkZEu
43,Afraid of Time,Hans Zimmer,152672,False,0,spotify:track:3Vef8GlFWEzrP23UwHjWWl,0.251,0.00342,9,-38.794,0,0.0433,0.919,0.0255,0.117,0.0504,119.997,https://api.spotify.com/v1/tracks/3Vef8GlFWEzrP23UwHjWWl,https://api.spotify.com/v1/audio-analysis/3Vef8GlFWEzrP23UwHjWWl
44,Afterlife,Arcade Fire,352754,False,0,spotify:track:6D43oUO6nImERk2psfXdNY,0.638,0.873,11,-5.545,1,0.0363,0.0943,0.0395,0.226,0.682,115.95,https://api.spotify.com/v1/tracks/6D43oUO6nImERk2psfXdNY,https://api.spotify.com/v1/audio-analysis/6D43oUO6nImERk2psfXdNY
45,Ah Holy Jesus,Sufjan Stevens,161653,False,0,spotify:track:7H819kvtogxVpKDFplUFKc,0.161,0.176,8,-14.604,1,0.0446,0.986,0.000232,0.178,0.0808,67.503,https://api.spotify.com/v1/tracks/7H819kvtogxVpKDFplUFKc,https://api.spotify.com/v1/audio-analysis/7H819kvtogxVpKDFplUFKc
46,Ah Holy Jesus (a capella),Sufjan Stevens,59880,False,0,spotify:track:67kwRadxmmURPuWIpEyymY,0.16,0.17,8,-20.478,1,0.0376,0.994,0.763,0.0941,0.0399,134.526,https://api.spotify.com/v1/tracks/67kwRadxmmURPuWIpEyymY,https://api.spotify.com/v1/audio-analysis/67kwRadxmmURPuWIpEyymY
47,Ah Holy Jesus (with reed organ),Sufjan Stevens,88800,False,0,spotify:track:1FEYWXG23hr3m2vXHpbZeq,0.296,0.164,5,-12.602,0,0.0348,0.959,0.0,0.201,0.253,85.346,https://api.spotify.com/v1/tracks/1FEYWXG23hr3m2vXHpbZeq,https://api.spotify.com/v1/audio-analysis/1FEYWXG23hr3m2vXHpbZeq
48,Ain't No Rest For The Wicked,Cage The Elephant,175466,False,0,spotify:track:1SfOQKZv0c9FqNXd2Kjt6P,0.639,0.908,0,-5.575,1,0.138,0.0735,0.0,0.553,0.926,156.029,https://api.spotify.com/v1/tracks/1SfOQKZv0c9FqNXd2Kjt6P,https://api.spotify.com/v1/audio-analysis/1SfOQKZv0c9FqNXd2Kjt6P
49,Ain't She Sweet - Anthology 1 Version,The Beatles,133346,False,38,spotify:track:3OUpVpFeNx5jeInhHqiNfs,0.495,0.854,4,-5.699,1,0.0434,0.208,0.0,0.0371,0.819,77.967,https://api.spotify.com/v1/tracks/3OUpVpFeNx5jeInhHqiNfs,https://api.spotify.com/v1/audio-analysis/3OUpVpFeNx5jeInhHqiNfs
50,Ain't She Sweet - Anthology 3 Version,The Beatles,128479,False,24,spotify:track:2zsz6dip4W83IlAgp2zP4Y,0.81,0.502,4,-10.399,1,0.0541,0.0805,0.0564,0.177,0.685,121.466,https://api.spotify.com/v1/tracks/2zsz6dip4W83IlAgp2zP4Y,https://api.spotify.com/v1/audio-analysis/2zsz6dip4W83IlAgp2zP4Y
51,Airbag,Radiohead,287880,False,0,spotify:track:3OsUjkcv1C1v5udFhgRSFg,0.306,0.872,2,-7.313,1,0.05,0.00792,0.8,0.261,0.648,167.946,https://api.spotify.com/v1/tracks/3OsUjkcv1C1v5udFhgRSFg,https://api.spotify.com/v1/audio-analysis/3OsUjkcv1C1v5udFhgRSFg
52,À La Chaîne,Karkwa,265573,False,9,spotify:track:2Ol6GoKiAvPOyk52QIQvf7,0.314,0.874,9,-6.33,1,0.0398,0.05,0.0784,0.411,0.398,159.829,https://api.spotify.com/v1/tracks/2Ol6GoKiAvPOyk52QIQvf7,https://api.spotify.com/v1/audio-analysis/2Ol6GoKiAvPOyk52QIQvf7
53,Alaska,Karkwa,322546,False,6,spotify:track:1mYPdmzGjsYpWnFF2XO3MJ,0.216,0.517,2,-8.211,0,0.0325,0.0366,0.318,0.35,0.129,99.434,https://api.spotify.com/v1/tracks/1mYPdmzGjsYpWnFF2XO3MJ,https://api.spotify.com/v1/audio-analysis/1mYPdmzGjsYpWnFF2XO3MJ
54,Alger,Jean Leloup,208786,False,18,spotify:track:4knSB7lhQAtO6UqUeaGox8,0.792,0.892,7,-5.626,1,0.171,0.109,0.0,0.0695,0.816,108.305,https://api.spotify.com/v1/tracks/4knSB7lhQAtO6UqUeaGox8,https://api.spotify.com/v1/audio-analysis/4knSB7lhQAtO6UqUeaGox8
55,Aliens,Fleece,254851,False,0,spotify:track:27U2Idl2Jl63dltNrgP6rm,0.426,0.502,1,-11.085,0,0.0296,0.582,0.206,0.123,0.153,130.018,https://api.spotify.com/v1/tracks/27U2Idl2Jl63dltNrgP6rm,https://api.spotify.com/v1/audio-analysis/27U2Idl2Jl63dltNrgP6rm
56,Alive,Daft Punk,316253,False,28,spotify:track:0HadrlP2mwJidGF3pyBX4H,0.723,0.716,3,-6.407,0,0.0437,5.42e-05,0.905,0.072,0.0748,128.701,https://api.spotify.com/v1/tracks/0HadrlP2mwJidGF3pyBX4H,https://api.spotify.com/v1/audio-analysis/0HadrlP2mwJidGF3pyBX4H
57,Alive,Daft Punk,316253,False,46,spotify:track:1PH5Es89c1cENU8WVuWwbp,0.723,0.716,3,-6.407,0,0.0437,5.42e-05,0.905,0.072,0.0748,128.701,https://api.spotify.com/v1/tracks/1PH5Es89c1cENU8WVuWwbp,https://api.spotify.com/v1/audio-analysis/1PH5Es89c1cENU8WVuWwbp
58,All About Us,Brazilian Girls,240360,False,15,spotify:track:22ZIa4vKhUFzb4YZqp7g94,0.729,0.767,3,-6.809,0,0.0621,0.121,0.0294,0.0839,0.748,119.965,https://api.spotify.com/v1/tracks/22ZIa4vKhUFzb4YZqp7g94,https://api.spotify.com/v1/audio-analysis/22ZIa4vKhUFzb4YZqp7g94
59,All Alone,Humble Braggers,216911,False,0,spotify:track:5GRhjCK4XgTajZvcP8FsRw,0.432,0.796,0,-9.39,1,0.0546,0.000613,1.79e-05,0.239,0.183,119.997,https://api.spotify.com/v1/tracks/5GRhjCK4XgTajZvcP8FsRw,https://api.spotify.com/v1/audio-analysis/5GRhjCK4XgTajZvcP8FsRw
60,All Ears,The Whitest Boy Alive,199760,False,0,spotify:track:2hkfe7ug1Wabzapt5HQec4,0.457,0.0952,2,-15.476,1,0.0413,0.693,0.032,0.113,0.138,139.432,https://api.spotify.com/v1/tracks/2hkfe7ug1Wabzapt5HQec4,https://api.spotify.com/v1/audio-analysis/2hkfe7ug1Wabzapt5HQec4
61,All Goes Wrong,Nick Galemore,482223,False,0,spotify:track:1Lwux3cAXrUG3UWjUEGteT,0.665,0.809,9,-8.263,1,0.0391,0.0382,0.855,0.378,0.472,120.009,https://api.spotify.com/v1/tracks/1Lwux3cAXrUG3UWjUEGteT,https://api.spotify.com/v1/audio-analysis/1Lwux3cAXrUG3UWjUEGteT
62,All I Ever Wanted,Vance Joy,216880,False,37,spotify:track:62nFeTispaiYq1KzGrONsl,0.518,0.624,0,-6.134,1,0.0256,0.0312,0.000171,0.131,0.241,87.565,https://api.spotify.com/v1/tracks/62nFeTispaiYq1KzGrONsl,https://api.spotify.com/v1/audio-analysis/62nFeTispaiYq1KzGrONsl
63,All I Need,Radiohead,228746,False,0,spotify:track:51ygW389BW4Dut3B69pSwc,0.668,0.477,4,-8.709,0,0.0358,0.517,0.446,0.139,0.0966,88.005,https://api.spotify.com/v1/tracks/51ygW389BW4Dut3B69pSwc,https://api.spotify.com/v1/audio-analysis/51ygW389BW4Dut3B69pSwc
64,All I've Ever Known,Bahamas,375973,False,0,spotify:track:0MOMLuhHqNgJ7uAceOPmfj,0.669,0.203,5,-11.059,1,0.0317,0.706,0.221,0.107,0.265,125.864,https://api.spotify.com/v1/tracks/0MOMLuhHqNgJ7uAceOPmfj,https://api.spotify.com/v1/audio-analysis/0MOMLuhHqNgJ7uAceOPmfj
65,All I've Got To Do - Remastered 2009,The Beatles,122573,False,55,spotify:track:5tztLBvTlNC15Np2tnQ5Ll,0.49,0.579,1,-10.301,0,0.0344,0.217,0.0,0.0644,0.879,119.403,https://api.spotify.com/v1/tracks/5tztLBvTlNC15Np2tnQ5Ll,https://api.spotify.com/v1/audio-analysis/5tztLBvTlNC15Np2tnQ5Ll
66,All Is Full of Love,Björk,287000,False,41,spotify:track:3rrtbnOBDzKQfyYKTezEFe,0.481,0.49,6,-10.098,1,0.0271,0.0536,0.123,0.0915,0.0378,152.04,https://api.spotify.com/v1/tracks/3rrtbnOBDzKQfyYKTezEFe,https://api.spotify.com/v1/audio-analysis/3rrtbnOBDzKQfyYKTezEFe
67,All My Loving,Rita Lee,185733,False,46,spotify:track:5dIZa3pwSn1vDenZpSBEFO,0.701,0.182,2,-17.068,1,0.0381,0.835,0.0276,0.109,0.125,117.885,https://api.spotify.com/v1/tracks/5dIZa3pwSn1vDenZpSBEFO,https://api.spotify.com/v1/audio-analysis/5dIZa3pwSn1vDenZpSBEFO
68,All My Loving - Anthology 1 Version,The Beatles,139333,False,28,spotify:track:2vCsB0tzKlAtsSwB4NBprX,0.261,0.805,0,-5.722,0,0.0408,0.0436,0.0,0.375,0.858,155.586,https://api.spotify.com/v1/tracks/2vCsB0tzKlAtsSwB4NBprX,https://api.spotify.com/v1/audio-analysis/2vCsB0tzKlAtsSwB4NBprX
69,All My Loving - Live / Remastered,The Beatles,135253,False,30,spotify:track:7j021TxcicWprdXpCcMBeH,0.203,0.663,1,-8.037,0,0.0349,0.0203,0.0,0.899,0.725,169.994,https://api.spotify.com/v1/tracks/7j021TxcicWprdXpCcMBeH,https://api.spotify.com/v1/audio-analysis/7j021TxcicWprdXpCcMBeH
70,All My Loving - Remastered 2009,The Beatles,127853,False,66,spotify:track:4joiWvli4qJVEW6qZV2i2J,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,https://api.spotify.com/v1/tracks/4joiWvli4qJVEW6qZV2i2J,https://api.spotify.com/v1/audio-analysis/4joiWvli4qJVEW6qZV2i2J
71,All Night Long,LMFAO,227066,False,19,spotify:track:2NsQgzcCEy9hZbHaBG4Xfy,0.652,0.829,5,-4.982,0,0.0499,0.141,0.0,0.0971,0.438,130.915,https://api.spotify.com/v1/tracks/2NsQgzcCEy9hZbHaBG4Xfy,https://api.spotify.com/v1/audio-analysis/2NsQgzcCEy9hZbHaBG4Xfy
72,All Night Long (All Night) - Single Version,Lionel Richie,260426,False,58,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,0.739,0.576,1,-12.024,1,0.0472,0.122,0.00206,0.0482,0.78,108.81,https://api.spotify.com/v1/tracks/2Wb9ejnmy27DUTUe9YF5Ew,https://api.spotify.com/v1/audio-analysis/2Wb9ejnmy27DUTUe9YF5Ew
73,All Of The Time,Plants and Animals,219618,False,8,spotify:track:1zwB5h9WqvAlOTOUapSNSe,0.55,0.751,11,-7.818,0,0.0754,0.225,0.345,0.133,0.347,144.296,https://api.spotify.com/v1/tracks/1zwB5h9WqvAlOTOUapSNSe,https://api.spotify.com/v1/audio-analysis/1zwB5h9WqvAlOTOUapSNSe
74,All That I Am,WhoMadeWho,331506,False,0,spotify:track:6g4jkJItHpKs8Ljwt0EEMx,0.607,0.811,0,-6.618,1,0.0443,0.033,0.354,0.376,0.339,118.987,https://api.spotify.com/v1/tracks/6g4jkJItHpKs8Ljwt0EEMx,https://api.spotify.com/v1/audio-analysis/6g4jkJItHpKs8Ljwt0EEMx
75,All The Time,Bahamas,234973,False,0,spotify:track:40WXqoyOLAAugGmJWZU1FY,0.711,0.468,4,-4.797,0,0.0515,0.63,0.00427,0.087,0.533,127.458,https://api.spotify.com/v1/tracks/40WXqoyOLAAugGmJWZU1FY,https://api.spotify.com/v1/audio-analysis/40WXqoyOLAAugGmJWZU1FY
76,All The Time,The Strokes,181373,False,50,spotify:track:7uFZNMEZzAGOwQ6EZID1K4,0.403,0.883,2,-6.054,1,0.0745,8.44e-05,0.65,0.126,0.078,141.945,https://api.spotify.com/v1/tracks/7uFZNMEZzAGOwQ6EZID1K4,https://api.spotify.com/v1/audio-analysis/7uFZNMEZzAGOwQ6EZID1K4
77,All the Trees of the Field Will Clap Their Hands,Sufjan Stevens,254053,False,0,spotify:track:5OojmQ36TXkfL2JfoFJcaq,0.632,0.225,4,-13.423,1,0.0296,0.984,0.74,0.112,0.683,144.641,https://api.spotify.com/v1/tracks/5OojmQ36TXkfL2JfoFJcaq,https://api.spotify.com/v1/audio-analysis/5OojmQ36TXkfL2JfoFJcaq
