,title,artist,duration_ms,explicit,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,analysis_url
2541,River,Leon Bridges,240200,False,71,spotify:track:3hhbDnFUb2bicI2df6VurK,0.635,0.184,8,-10.785,1,0.0456,0.665,0.0,0.146,0.177,128.424,https://api.spotify.com/v1/tracks/3hhbDnFUb2bicI2df6VurK,https://api.spotify.com/v1/audio-analysis/3hhbDnFUb2bicI2df6VurK
2542,Robot Rock,Daft Punk,287720,False,40,spotify:track:247OK7W7ke06iripfvHDiw,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,https://api.spotify.com/v1/tracks/247OK7W7ke06iripfvHDiw,https://api.spotify.com/v1/audio-analysis/247OK7W7ke06iripfvHDiw
2543,Robson Girl,Mac DeMarco,176001,False,0,spotify:track:5loGjtpOoD4xlha7HJfL6S,0.458,0.878,7,-5.96,1,0.0484,0.0555,0.0201,0.276,0.769,178.652,https://api.spotify.com/v1/tracks/5loGjtpOoD4xlha7HJfL6S,https://api.spotify.com/v1/audio-analysis/5loGjtpOoD4xlha7HJfL6S
2544,Robson Girl,Mac DeMarco,160226,False,0,spotify:track:6XSLZCYrcblPvEwHxIe7K7,0.399,0.373,2,-17.233,1,0.0682,0.814,0.69,0.118,0.436,179.529,https://api.spotify.com/v1/tracks/6XSLZCYrcblPvEwHxIe7K7,https://api.spotify.com/v1/audio-analysis/6XSLZCYrcblPvEwHxIe7K7
2545,"Rock And Roll Music - Live From Nippon Budokan Hall, Tokyo, Japan/1966 / Anthology 2 Version",The Beatles,99146,False,24,spotify:track:2M2f16sVjWvS0dcmE1SbMY,0.372,0.952,8,-5.714,1,0.0476,0.0185,0.00103,0.408,0.843,153.324,https://api.spotify.com/v1/tracks/2M2f16sVjWvS0dcmE1SbMY,https://api.spotify.com/v1/audio-analysis/2M2f16sVjWvS0dcmE1SbMY
2546,Rock And Roll Music - Remastered 2009,The Beatles,151280,False,51,spotify:track:7Ho3T7ERfooiAfvODaMQ2N,0.457,0.917,9,-6.213,1,0.0441,0.566,0.0,0.333,0.965,167.092,https://api.spotify.com/v1/tracks/7Ho3T7ERfooiAfvODaMQ2N,https://api.spotify.com/v1/audio-analysis/7Ho3T7ERfooiAfvODaMQ2N
2547,Rock and Roll Night Club,Mac DeMarco,190090,False,0,spotify:track:757WjJ59u2NZloiDZIMBvz,0.321,0.714,7,-6.634,0,0.0617,0.164,0.000415,0.257,0.611,115.524,https://api.spotify.com/v1/tracks/757WjJ59u2NZloiDZIMBvz,https://api.spotify.com/v1/audio-analysis/757WjJ59u2NZloiDZIMBvz
2548,Rock The Beat II,LMFAO,113946,True,16,spotify:track:3f6ZMYehvMShRHqiHXybSA,0.388,0.893,10,-3.674,0,0.247,0.00215,0.0,0.188,0.343,139.281,https://api.spotify.com/v1/tracks/3f6ZMYehvMShRHqiHXybSA,https://api.spotify.com/v1/audio-analysis/3f6ZMYehvMShRHqiHXybSA
2549,Rock with You - Single Version,Michael Jackson,220626,False,72,spotify:track:7oOOI85fVQvVnK5ynNMdW7,0.808,0.535,1,-12.521,1,0.0353,0.179,9.91e-05,0.158,0.848,114.031,https://api.spotify.com/v1/tracks/7oOOI85fVQvVnK5ynNMdW7,https://api.spotify.com/v1/audio-analysis/7oOOI85fVQvVnK5ynNMdW7
2550,Rock'n Roll,Daft Punk,453866,False,39,spotify:track:1nluqUxDKnwWyScYVeQHXa,0.955,0.899,1,-7.599,1,0.273,0.0171,0.64,0.0642,0.331,134.941,https://api.spotify.com/v1/tracks/1nluqUxDKnwWyScYVeQHXa,https://api.spotify.com/v1/audio-analysis/1nluqUxDKnwWyScYVeQHXa
2551,Rocky Raccoon - Anthology 3 Version,The Beatles,252600,False,27,spotify:track:4z6iezaEzhJiyZdjazGH5z,0.611,0.29,7,-11.052,1,0.0548,0.689,0.0,0.361,0.648,75.926,https://api.spotify.com/v1/tracks/4z6iezaEzhJiyZdjazGH5z,https://api.spotify.com/v1/audio-analysis/4z6iezaEzhJiyZdjazGH5z
2552,Rocky Raccoon - Remastered 2009,The Beatles,213106,False,55,spotify:track:1ITQbrueGLl581a25XXm9c,0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,https://api.spotify.com/v1/tracks/1ITQbrueGLl581a25XXm9c,https://api.spotify.com/v1/audio-analysis/1ITQbrueGLl581a25XXm9c
2553,Roll Over Beethoven - Anthology 1 Version,The Beatles,145866,False,25,spotify:track:1YkPnEZ9Tkv8laVcSZoddE,0.521,0.937,7,-6.375,1,0.0645,0.293,2.03e-06,0.911,0.9,90.474,https://api.spotify.com/v1/tracks/1YkPnEZ9Tkv8laVcSZoddE,https://api.spotify.com/v1/audio-analysis/1YkPnEZ9Tkv8laVcSZoddE
2554,Roll Over Beethoven - Live / Remastered,The Beatles,134013,False,27,spotify:track:3QiwPPktTczwleIy9jUMpS,0.199,0.823,2,-8.032,1,0.0393,0.00204,0.0,0.631,0.73,179.693,https://api.spotify.com/v1/tracks/3QiwPPktTczwleIy9jUMpS,https://api.spotify.com/v1/audio-analysis/3QiwPPktTczwleIy9jUMpS
2555,Roll Over Beethoven - Remastered 2009,The Beatles,165466,False,56,spotify:track:3idqWaBn3mRdsIodCU6uBi,0.351,0.749,2,-9.435,1,0.0628,0.289,0.0,0.0952,0.967,160.673,https://api.spotify.com/v1/tracks/3idqWaBn3mRdsIodCU6uBi,https://api.spotify.com/v1/audio-analysis/3idqWaBn3mRdsIodCU6uBi
2556,Rollercoaster Baby,Mild High Club,129320,True,0,spotify:track:4DTHVXK7iZQHJqELOsUkVi,0.604,0.784,1,-10.717,1,0.0354,0.0443,0.0489,0.218,0.233,119.965,https://api.spotify.com/v1/tracks/4DTHVXK7iZQHJqELOsUkVi,https://api.spotify.com/v1/audio-analysis/4DTHVXK7iZQHJqELOsUkVi
2557,Rollercoaster Ride,The Whitest Boy Alive,159880,False,0,spotify:track:0EmH4HVAsMSoTjaaDqmkWZ,0.753,0.304,2,-9.859,0,0.0516,0.592,0.078,0.108,0.377,75.52,https://api.spotify.com/v1/tracks/0EmH4HVAsMSoTjaaDqmkWZ,https://api.spotify.com/v1/audio-analysis/0EmH4HVAsMSoTjaaDqmkWZ
2558,Rollin' & Scratchin',Daft Punk,448626,False,48,spotify:track:6hgBJPTHoDJyxydmtFWHKf,0.822,0.791,1,-4.87,1,0.0414,0.00108,0.621,0.0567,0.21,130.059,https://api.spotify.com/v1/tracks/6hgBJPTHoDJyxydmtFWHKf,https://api.spotify.com/v1/audio-analysis/6hgBJPTHoDJyxydmtFWHKf
2559,Rollin' & Scratchin',Daft Punk,448626,False,26,spotify:track:54SWk8zDQ02dBXvOAmQdPc,0.822,0.791,1,-4.87,1,0.0414,0.00108,0.621,0.0567,0.21,130.059,https://api.spotify.com/v1/tracks/54SWk8zDQ02dBXvOAmQdPc,https://api.spotify.com/v1/audio-analysis/54SWk8zDQ02dBXvOAmQdPc
2560,Rolling Stone,Reuben And The Dark,257453,False,34,spotify:track:5mdEgwhziXcN2eEdqWNx3Y,0.574,0.652,4,-6.913,0,0.0322,0.0337,0.0557,0.134,0.245,125.939,https://api.spotify.com/v1/tracks/5mdEgwhziXcN2eEdqWNx3Y,https://api.spotify.com/v1/audio-analysis/5mdEgwhziXcN2eEdqWNx3Y
2561,Roman savon,TRICOT MACHINE,155013,False,9,spotify:track:7yZFuytqupKIqf9powLVqL,0.497,0.413,4,-9.42,1,0.0422,0.957,0.0164,0.475,0.554,125.649,https://api.spotify.com/v1/tracks/7yZFuytqupKIqf9powLVqL,https://api.spotify.com/v1/audio-analysis/7yZFuytqupKIqf9powLVqL
2562,Ronnie,Fly Golden Eagle,257399,False,0,spotify:track:5b3GtJdz8kH8u5dT4D4mu6,0.328,0.62,2,-8.83,1,0.0351,0.000704,0.91,0.0811,0.473,133.688,https://api.spotify.com/v1/tracks/5b3GtJdz8kH8u5dT4D4mu6,https://api.spotify.com/v1/audio-analysis/5b3GtJdz8kH8u5dT4D4mu6
2563,Rooftop Paradise,Weval,249500,False,0,spotify:track:436qPlFN8aoLMFnAUhPVyG,0.592,0.868,7,-12.34,1,0.0496,0.298,0.634,0.0837,0.337,109.989,https://api.spotify.com/v1/tracks/436qPlFN8aoLMFnAUhPVyG,https://api.spotify.com/v1/audio-analysis/436qPlFN8aoLMFnAUhPVyG
2564,Rose,WhoMadeWho,272000,False,0,spotify:track:2Rok532eXG3Lm0Ru2c6CsM,0.713,0.857,11,-8.177,1,0.0474,0.0852,0.849,0.186,0.199,123.98,https://api.spotify.com/v1/tracks/2Rok532eXG3Lm0Ru2c6CsM,https://api.spotify.com/v1/audio-analysis/2Rok532eXG3Lm0Ru2c6CsM
2565,Rose (Green Version),WhoMadeWho,196053,False,0,spotify:track:3OyJBNeBM9FZOYuQTfO8Hn,0.325,0.333,2,-10.127,1,0.0294,0.773,0.219,0.12,0.0672,112.943,https://api.spotify.com/v1/tracks/3OyJBNeBM9FZOYuQTfO8Hn,https://api.spotify.com/v1/audio-analysis/3OyJBNeBM9FZOYuQTfO8Hn
2566,Roto el Corazon,Grupo Fantasma,218291,False,6,spotify:track:6t5o4uVmePFJPwkUamxtdi,0.414,0.948,10,-4.16,0,0.247,0.241,7.12e-05,0.348,0.81,200.142,https://api.spotify.com/v1/tracks/6t5o4uVmePFJPwkUamxtdi,https://api.spotify.com/v1/audio-analysis/6t5o4uVmePFJPwkUamxtdi
2567,"Roulez, commencez",Radio Radio,193973,False,0,spotify:track:6zKsGoAXLo8Y4p2Pfr3c7O,0.539,0.637,3,-12.093,1,0.117,0.834,0.0201,0.137,0.391,92.038,https://api.spotify.com/v1/tracks/6zKsGoAXLo8Y4p2Pfr3c7O,https://api.spotify.com/v1/audio-analysis/6zKsGoAXLo8Y4p2Pfr3c7O
2568,Roxanne,The Police,194760,False,0,spotify:track:6eXovJdAhh26KFdpicZScW,0.593,0.635,5,-11.474,1,0.431,0.0643,0.0,0.0261,0.786,133.137,https://api.spotify.com/v1/tracks/6eXovJdAhh26KFdpicZScW,https://api.spotify.com/v1/audio-analysis/6eXovJdAhh26KFdpicZScW
2569,"Royale With Cheese - Dialogue Excerpt From ""Pulp Fiction""",John Travolta,103466,False,0,spotify:track:2Km3DDRk7jEIcWhKvllbst,0.553,0.745,6,-17.07,1,0.589,0.766,0.0,0.513,0.183,108.349,https://api.spotify.com/v1/tracks/2Km3DDRk7jEIcWhKvllbst,https://api.spotify.com/v1/audio-analysis/2Km3DDRk7jEIcWhKvllbst
2570,Royals,Lorde,190185,False,76,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3
2571,Royals,Lorde,190185,False,14,spotify:track:7BFI9QZPQKgYuR2HhDgwbG,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,https://api.spotify.com/v1/tracks/7BFI9QZPQKgYuR2HhDgwbG,https://api.spotify.com/v1/audio-analysis/7BFI9QZPQKgYuR2HhDgwbG
2572,Rubber Ball,Cage The Elephant,227786,False,0,spotify:track:4Xl5Pl29kOTE9UVBL7kewR,0.431,0.278,5,-15.634,1,0.0292,0.802,1.53e-05,0.0752,0.0568,82.053,https://api.spotify.com/v1/tracks/4Xl5Pl29kOTE9UVBL7kewR,https://api.spotify.com/v1/audio-analysis/4Xl5Pl29kOTE9UVBL7kewR
2573,Ruins,Portico Quartet,334040,False,0,spotify:track:7IBCAqTDvfwioY8uwhzuYc,0.549,0.566,10,-9.545,1,0.0427,0.617,0.814,0.0762,0.122,109.529,https://api.spotify.com/v1/tracks/7IBCAqTDvfwioY8uwhzuYc,https://api.spotify.com/v1/audio-analysis/7IBCAqTDvfwioY8uwhzuYc
2574,Rules of Legal Love,Ariane Moffatt,250920,False,2,spotify:track:1Cm7LULbxoWDnMkXN7U8qf,0.484,0.367,4,-8.425,1,0.0263,0.254,0.0127,0.0946,0.208,142.348,https://api.spotify.com/v1/tracks/1Cm7LULbxoWDnMkXN7U8qf,https://api.spotify.com/v1/audio-analysis/1Cm7LULbxoWDnMkXN7U8qf
2575,Rules Of The Game,Brazilian Girls,282746,False,12,spotify:track:2m6qwBVXoK7yDqWWlXQbtN,0.709,0.846,0,-8.43,1,0.0581,0.32,0.00444,0.574,0.219,115.029,https://api.spotify.com/v1/tracks/2m6qwBVXoK7yDqWWlXQbtN,https://api.spotify.com/v1/audio-analysis/2m6qwBVXoK7yDqWWlXQbtN
2576,Run,Vampire Weekend,232600,False,0,spotify:track:0LkcxvrnqrgwnNo9zczBBB,0.636,0.744,2,-6.504,1,0.0597,0.0122,0.0459,0.0643,0.804,113.545,https://api.spotify.com/v1/tracks/0LkcxvrnqrgwnNo9zczBBB,https://api.spotify.com/v1/audio-analysis/0LkcxvrnqrgwnNo9zczBBB
2577,Run For Your Life - Remastered 2009,The Beatles,141093,False,55,spotify:track:4gUYV3ktbaOeAK5KrXMWV5,0.563,0.705,2,-9.232,1,0.103,0.0103,0.0,0.0552,0.822,176.732,https://api.spotify.com/v1/tracks/4gUYV3ktbaOeAK5KrXMWV5,https://api.spotify.com/v1/audio-analysis/4gUYV3ktbaOeAK5KrXMWV5
2578,Run From Me,Timber Timbre,256920,False,39,spotify:track:0AwLsPPWgYkib7HCrayqwy,0.44,0.416,11,-7.222,1,0.0322,0.19,0.723,0.11,0.412,101.93,https://api.spotify.com/v1/tracks/0AwLsPPWgYkib7HCrayqwy,https://api.spotify.com/v1/audio-analysis/0AwLsPPWgYkib7HCrayqwy
2579,Run Like Hell,Pink Floyd,263573,False,55,spotify:track:0EaLRxrtnq7Mqhdf8q9txr,0.717,0.499,9,-15.449,1,0.0354,0.0233,0.445,0.86,0.419,116.974,https://api.spotify.com/v1/tracks/0EaLRxrtnq7Mqhdf8q9txr,https://api.spotify.com/v1/audio-analysis/0EaLRxrtnq7Mqhdf8q9txr
2580,Runaway,Ed Sheeran,205133,False,55,spotify:track:2VmA7bm5ECiYZfw7x4Nzku,0.767,0.449,8,-7.158,0,0.0364,0.024,0.000299,0.151,0.908,95.03,https://api.spotify.com/v1/tracks/2VmA7bm5ECiYZfw7x4Nzku,https://api.spotify.com/v1/audio-analysis/2VmA7bm5ECiYZfw7x4Nzku
2581,Running,Piano Tribute Players,264506,False,0,spotify:track:0pB5aKjjEVhRyT2BGyRHM0,0.622,0.402,0,-15.853,1,0.0486,0.983,0.849,0.0998,0.344,158.076,https://api.spotify.com/v1/tracks/0pB5aKjjEVhRyT2BGyRHM0,https://api.spotify.com/v1/audio-analysis/0pB5aKjjEVhRyT2BGyRHM0
2582,Running,Milky Chance,268000,False,41,spotify:track:2CVeqoap0AwLbdjWr6Rraq,0.642,0.52,7,-10.287,1,0.0524,0.663,0.0989,0.0601,0.198,79.013,https://api.spotify.com/v1/tracks/2CVeqoap0AwLbdjWr6Rraq,https://api.spotify.com/v1/audio-analysis/2CVeqoap0AwLbdjWr6Rraq
2583,Running Man,WhoMadeWho,321080,False,0,spotify:track:5larzuprvcrShriXaRHAV6,0.714,0.92,9,-5.293,1,0.0655,0.0139,0.0162,0.0559,0.393,116.001,https://api.spotify.com/v1/tracks/5larzuprvcrShriXaRHAV6,https://api.spotify.com/v1/audio-analysis/5larzuprvcrShriXaRHAV6
2584,Running Out,Hans Zimmer,117241,False,0,spotify:track:2CvYIKcGlkZTsjhAViX0Db,0.471,0.111,5,-36.28,1,0.0392,0.978,0.915,0.117,0.369,95.988,https://api.spotify.com/v1/tracks/2CvYIKcGlkZTsjhAViX0Db,https://api.spotify.com/v1/audio-analysis/2CvYIKcGlkZTsjhAViX0Db
2585,Runway Houses City Clouds,Tame Impala,435053,False,41,spotify:track:3sqUOujROom85ggcQKIow1,0.437,0.754,3,-6.083,1,0.0505,0.0744,0.0485,0.13,0.344,119.014,https://api.spotify.com/v1/tracks/3sqUOujROom85ggcQKIow1,https://api.spotify.com/v1/audio-analysis/3sqUOujROom85ggcQKIow1
2586,A Rush of Blood to the Head,Coldplay,351400,False,56,spotify:track:4JJ5zGKnb1IpERyBrfmb1y,0.525,0.472,5,-8.018,1,0.0255,0.156,4.39e-06,0.29,0.116,138.39,https://api.spotify.com/v1/tracks/4JJ5zGKnb1IpERyBrfmb1y,https://api.spotify.com/v1/audio-analysis/4JJ5zGKnb1IpERyBrfmb1y
2587,Rust and Bone,Family and Friends,315000,False,22,spotify:track:72GvYVGwqDJoXgNqWmRqS4,0.374,0.568,10,-6.008,0,0.0327,0.0172,1.22e-06,0.173,0.162,115.983,https://api.spotify.com/v1/tracks/72GvYVGwqDJoXgNqWmRqS4,https://api.spotify.com/v1/audio-analysis/72GvYVGwqDJoXgNqWmRqS4
2588,S.T.A.Y.,Hans Zimmer,383513,False,0,spotify:track:1olO0IZxJUM6COX6i57RGe,0.12,0.0306,5,-30.798,1,0.0468,0.932,0.942,0.073,0.025,191.841,https://api.spotify.com/v1/tracks/1olO0IZxJUM6COX6i57RGe,https://api.spotify.com/v1/audio-analysis/1olO0IZxJUM6COX6i57RGe
2589,Sabertooth Tiger,Cage The Elephant,171546,False,0,spotify:track:0HhlU4LrDGmBwXY75em96V,0.154,0.982,9,-3.133,0,0.321,5.47e-05,0.923,0.0943,0.102,82.898,https://api.spotify.com/v1/tracks/0HhlU4LrDGmBwXY75em96V,https://api.spotify.com/v1/audio-analysis/0HhlU4LrDGmBwXY75em96V
2590,Sacred Heart,Feist,229373,False,0,spotify:track:1asqnL9zicBYGMBbm46s5T,0.78,0.422,7,-14.554,1,0.0609,0.838,0.0155,0.0874,0.356,101.178,https://api.spotify.com/v1/tracks/1asqnL9zicBYGMBbm46s5T,https://api.spotify.com/v1/audio-analysis/1asqnL9zicBYGMBbm46s5T
2591,Sadnecessary,Milky Chance,297973,False,0,spotify:track:3aPW0SCUC0Txfx3DnkffjB,0.773,0.541,9,-10.717,1,0.0773,0.805,0.0138,0.256,0.441,107.988,https://api.spotify.com/v1/tracks/3aPW0SCUC0Txfx3DnkffjB,https://api.spotify.com/v1/audio-analysis/3aPW0SCUC0Txfx3DnkffjB
2592,Sadnecessary,Piano Tribute Players,210626,False,0,spotify:track:6RK27ImQAksCUAq5v8Sgl0,0.642,0.249,9,-16.801,1,0.0571,0.994,0.914,0.104,0.207,71.985,https://api.spotify.com/v1/tracks/6RK27ImQAksCUAq5v8Sgl0,https://api.spotify.com/v1/audio-analysis/6RK27ImQAksCUAq5v8Sgl0
2593,Sadnecessary,Milky Chance,298000,False,44,spotify:track:3T09uysRqZeC0YtM8lgY4J,0.757,0.542,9,-10.674,1,0.0775,0.796,0.0196,0.265,0.466,107.988,https://api.spotify.com/v1/tracks/3T09uysRqZeC0YtM8lgY4J,https://api.spotify.com/v1/audio-analysis/3T09uysRqZeC0YtM8lgY4J
2594,Sailing To Nowhere,Broken Bells,226066,False,0,spotify:track:2WDNbhYU8rb0aYMuaKoQUz,0.585,0.425,10,-8.174,0,0.0302,0.718,0.0581,0.254,0.143,125.928,https://api.spotify.com/v1/tracks/2WDNbhYU8rb0aYMuaKoQUz,https://api.spotify.com/v1/audio-analysis/2WDNbhYU8rb0aYMuaKoQUz
2595,Salad Days,Mac DeMarco,149193,False,0,spotify:track:29s59akhVgJ6sQ5W6vze2x,0.631,0.859,9,-5.417,1,0.0276,0.519,0.926,0.318,0.874,97.729,https://api.spotify.com/v1/tracks/29s59akhVgJ6sQ5W6vze2x,https://api.spotify.com/v1/audio-analysis/29s59akhVgJ6sQ5W6vze2x
2596,Salad Days,Mac DeMarco,145893,False,1,spotify:track:4keAoywVf4jxRvXU7ON0hV,0.43,0.771,5,-7.176,1,0.0375,0.0876,0.0239,0.121,0.772,201.001,https://api.spotify.com/v1/tracks/4keAoywVf4jxRvXU7ON0hV,https://api.spotify.com/v1/audio-analysis/4keAoywVf4jxRvXU7ON0hV
2597,Saltkin,Purity Ring,205533,False,0,spotify:track:6hQrsSxolahZtohhGhcVmr,0.675,0.862,8,-5.309,0,0.0501,0.0765,0.000609,0.364,0.817,124.982,https://api.spotify.com/v1/tracks/6hQrsSxolahZtohhGhcVmr,https://api.spotify.com/v1/audio-analysis/6hQrsSxolahZtohhGhcVmr
2598,Salvapantallas,Jorge Drexler,272133,False,49,spotify:track:6oxGdDLyfL4ek2jCsEOlTN,0.707,0.326,11,-9.174,1,0.0293,0.723,0.0541,0.119,0.512,133.009,https://api.spotify.com/v1/tracks/6oxGdDLyfL4ek2jCsEOlTN,https://api.spotify.com/v1/audio-analysis/6oxGdDLyfL4ek2jCsEOlTN
2599,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,320034,False,0,spotify:track:5oLyUnHXzkgBzcEr73hiaC,0.56,0.475,8,-9.05,1,0.173,0.718,2.18e-05,0.0994,0.308,84.899,https://api.spotify.com/v1/tracks/5oLyUnHXzkgBzcEr73hiaC,https://api.spotify.com/v1/audio-analysis/5oLyUnHXzkgBzcEr73hiaC
2600,Sans Soleil,Miike Snow,266960,False,2,spotify:track:6djfh7nxECDSLMjE61lJqH,0.621,0.487,8,-6.983,1,0.0285,0.362,0.507,0.118,0.903,136.008,https://api.spotify.com/v1/tracks/6djfh7nxECDSLMjE61lJqH,https://api.spotify.com/v1/audio-analysis/6djfh7nxECDSLMjE61lJqH
2601,Sans Soleil,Miike Snow,266960,False,18,spotify:track:0EahYDWR4ghzOuWj1Pkk9j,0.622,0.484,8,-7.056,1,0.0283,0.305,0.546,0.118,0.907,135.994,https://api.spotify.com/v1/tracks/0EahYDWR4ghzOuWj1Pkk9j,https://api.spotify.com/v1/audio-analysis/0EahYDWR4ghzOuWj1Pkk9j
2602,Santa Claus Is Coming To Town,Sufjan Stevens,160920,False,0,spotify:track:59mehFxcJXQ8yvgLhSnAzz,0.662,0.402,0,-10.118,1,0.0274,0.723,0.0,0.257,0.392,94.985,https://api.spotify.com/v1/tracks/59mehFxcJXQ8yvgLhSnAzz,https://api.spotify.com/v1/audio-analysis/59mehFxcJXQ8yvgLhSnAzz
2603,Saskatchewan,Les Trois Accords,264826,False,42,spotify:track:6j9WfeZntMAy9rl8txpK7g,0.53,0.443,2,-8.966,1,0.0281,0.0153,0.000806,0.114,0.0886,123.985,https://api.spotify.com/v1/tracks/6j9WfeZntMAy9rl8txpK7g,https://api.spotify.com/v1/audio-analysis/6j9WfeZntMAy9rl8txpK7g
2604,Satisfaction,WhoMadeWho,201600,False,0,spotify:track:7gEexTd76NO6s3DzporV87,0.752,0.808,10,-5.537,1,0.0382,0.00263,0.304,0.182,0.797,132.995,https://api.spotify.com/v1/tracks/7gEexTd76NO6s3DzporV87,https://api.spotify.com/v1/audio-analysis/7gEexTd76NO6s3DzporV87
2605,Satisfy Me - Live from Fame,Anderson East,158414,False,16,spotify:track:7FNPsfHrEMoIFfE76DUZTv,0.563,0.794,11,-7.98,1,0.0291,0.158,0.000679,0.12,0.729,105.603,https://api.spotify.com/v1/tracks/7FNPsfHrEMoIFfE76DUZTv,https://api.spotify.com/v1/audio-analysis/7FNPsfHrEMoIFfE76DUZTv
2606,Savoy Truffle - Remastered 2009,The Beatles,174466,False,45,spotify:track:5iyCSUM7zzficwaGo8GIoc,0.623,0.544,11,-11.043,0,0.0536,0.00814,0.309,0.134,0.793,120.761,https://api.spotify.com/v1/tracks/5iyCSUM7zzficwaGo8GIoc,https://api.spotify.com/v1/audio-analysis/5iyCSUM7zzficwaGo8GIoc
2607,Say Something Loving,The xx,238373,False,0,spotify:track:728zbo72kOoYdGR3AhNsyF,0.627,0.721,0,-7.782,0,0.0304,0.296,6.41e-05,0.231,0.383,130.08,https://api.spotify.com/v1/tracks/728zbo72kOoYdGR3AhNsyF,https://api.spotify.com/v1/audio-analysis/728zbo72kOoYdGR3AhNsyF
2608,Say Who,Busty and the Bass,174600,False,12,spotify:track:7do3CcCbDPf0EfFRguP4zO,0.721,0.571,0,-6.056,1,0.282,0.627,0.0108,0.0765,0.404,84.102,https://api.spotify.com/v1/tracks/7do3CcCbDPf0EfFRguP4zO,https://api.spotify.com/v1/audio-analysis/7do3CcCbDPf0EfFRguP4zO
2609,The Scavenger,John Williams,219933,False,37,spotify:track:2AJHEH475SPH3XckX6KyBI,0.212,0.0238,4,-24.511,0,0.0409,0.955,0.965,0.106,0.0375,68.484,https://api.spotify.com/v1/tracks/2AJHEH475SPH3XckX6KyBI,https://api.spotify.com/v1/audio-analysis/2AJHEH475SPH3XckX6KyBI
2610,Scherzo for X-Wings,John Williams,152146,False,31,spotify:track:6eWfgktrz9i593f0ivmw25,0.37,0.431,2,-10.02,0,0.0425,0.787,0.839,0.357,0.327,135.875,https://api.spotify.com/v1/tracks/6eWfgktrz9i593f0ivmw25,https://api.spotify.com/v1/audio-analysis/6eWfgktrz9i593f0ivmw25
2611,The Scientist,Coldplay,309600,False,82,spotify:track:75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle
2612,Se Perdre,Ariane Moffatt,297280,False,5,spotify:track:2qi5iscPVRtRPAtKACWDZS,0.642,0.634,0,-8.392,1,0.029,0.188,0.00469,0.131,0.777,138.005,https://api.spotify.com/v1/tracks/2qi5iscPVRtRPAtKACWDZS,https://api.spotify.com/v1/audio-analysis/2qi5iscPVRtRPAtKACWDZS
2613,Sea Of Holes - Remastered 2009,George Martin,136693,False,30,spotify:track:6n42oei7aEx2I0dcluKAGx,0.249,0.0994,6,-19.266,0,0.04,0.959,0.926,0.454,0.0357,118.99,https://api.spotify.com/v1/tracks/6n42oei7aEx2I0dcluKAGx,https://api.spotify.com/v1/audio-analysis/6n42oei7aEx2I0dcluKAGx
2614,Sea of Love,The National,221440,False,0,spotify:track:7cmMZ45nWU8JtvdIzgXlli,0.458,0.825,0,-6.301,1,0.0367,0.138,0.88,0.116,0.522,145.997,https://api.spotify.com/v1/tracks/7cmMZ45nWU8JtvdIzgXlli,https://api.spotify.com/v1/audio-analysis/7cmMZ45nWU8JtvdIzgXlli
2615,Sea Of Monsters - Remastered 2009,George Martin,216693,False,29,spotify:track:30u8QyT0kBSYO5RcZmaLl3,0.253,0.166,9,-16.624,1,0.0346,0.945,0.862,0.135,0.0489,83.971,https://api.spotify.com/v1/tracks/30u8QyT0kBSYO5RcZmaLl3,https://api.spotify.com/v1/audio-analysis/30u8QyT0kBSYO5RcZmaLl3
2616,Sea Of Time - Remastered 2009,George Martin,180213,False,32,spotify:track:6FvhNdlAom6yYHa8ekAaAM,0.237,0.096,2,-20.629,0,0.0387,0.971,0.0961,0.203,0.0629,128.054,https://api.spotify.com/v1/tracks/6FvhNdlAom6yYHa8ekAaAM,https://api.spotify.com/v1/audio-analysis/6FvhNdlAom6yYHa8ekAaAM
2617,Searchin' - Anthology 1 Version,The Beatles,179680,False,26,spotify:track:1I6ayuCPZQ5SHuiEqnyLSB,0.556,0.713,7,-6.41,1,0.0613,0.492,0.0,0.282,0.715,150.239,https://api.spotify.com/v1/tracks/1I6ayuCPZQ5SHuiEqnyLSB,https://api.spotify.com/v1/audio-analysis/1I6ayuCPZQ5SHuiEqnyLSB
